id,title,poster_path,release_date,popularity,reviews
975773,Wicked Little Letters,/scAU7YudKNVeZlOfgSEWntAUSJ.jpg,2024-02-23,104.528,"Very good, this!

<em>'Wicked Little Letters'</em> is fun. Olivia Colman and Jessie Buckley impress in lead roles, both managing to stand out just as much as the other - Colman is particularly perfectly cast. The rest of them merit praise as well, namely Anjana Vasan and Timothy Spall.

There isn't much more to note about this really and I don't mean that in a negative way whatsoever. It's all competently put together, as those onscreen bring this rather simple film to life - and I like those type of movies. Well worth a watch!"
49530,In Time,/3Mwj2sIONQckOZP3YwsUXF7U5I4.jpg,2011-10-27,157.392,"This is a brilliant movie, from star to finish. I highly recommend it."
49530,In Time,/3Mwj2sIONQckOZP3YwsUXF7U5I4.jpg,2011-10-27,142.596,"This is a brilliant movie, from star to finish. I highly recommend it."
508947,Turning Red,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,2022-03-10,142.44,"The digital animation geniuses at Pixar are back with “Turning Red” and it marks a departure for the studio known for the “Toy Story” and “Cars”, franchises.

Set in 1990s Toronto, the film centers around 8th grader Mei (Rosalie Chiang), who considers herself an adult at 13 and eagerly applies herself to school when she is not helping her family tour business at a local Temple or hanging with her friends.

Life comes crashing to a halt when after a traumatic day of embarrassment; Mei awakens in the form of a large Red Panda. In a panic, Mei attempts to hide her situation which causes her over-protective mother to assume it is Puberty related and that her hormones are kicking in.

Mei desperately wants to get her life back to normal and learns that as long as she is calm her Panda is under control. However, this proves to be harder than expected and soon Mei learns that the Panda is the result of a family bloodline but there is a way to end it during a Lunar ceremony in a couple of weeks.

Chaos soon follows as Mei struggles with her situation and must find a way to cope with the changes that are going on and make some very important decisions about her life and her future.

The film is a difficult one to review for me as never having been a teenage girl dealing with puberty, raging estrogen, and the issues that go with it.  That being said the film struggles to find a balance as it tacks on the capers of Mei in Panda form without being overly funny or charming and keeps the focus on Teen Angst, puberty-related issues and becoming an adult.

The film lacks the interesting characters, charm, and appeal that have set the foundation for so many Pixar films and it is surprising that a company that can elicit a range of emotions in an animated short fail to really connect with their latest feature. There were some amusing parts but the film as a whole was rather dull and lacked much in the way of humor and was very predictable.

The decision to put the film directly on Disney+ as the studio’s recent “Soul” and “Luca” was raised some controversy but in the end, I do believe it was the right decision as “Turning Red” is not likely to be a film that draws people to the cinema beyond the opening weekend.

It is a film that is a bold step for the company, but one that lacks the charm and humor of previous films as not everyone is going to want to sit through a feature-length film on teenage angst and dealing with changing bodies and the emotional turmoil that follows.  However, the target audience is likely to connect with the characters and it will be interesting to see what the reaction to the film is long-term.

3 stars out of 5

“Turning Red” will debut on Disney+ on March 11th"
141052,Justice League,/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,2017-11-15,142.361,"The long anticipated “Justice League” has finally arrived finally combining the biggest stars of the DC universe into one film. The proposed film has faced many obstacles on the way to the big screen ranging from script issues, massive reshoots and a change of Director for said reshoots due to a family tragedy that Director Zack Snyder suffered.

The film follows Batman (Ben Affleck) and Wonder Woman (Gal Godot), as they look to assemble a team of other gifted individuals to help fight off a pending invasion.  

The death of Superman has left a void on the Earth, and this has paved the way for an ancient evil to return as he attempts to conquer the planet after he collects the three needed artifacts that his plan requires.

In a race against time, Batman and Wonder Woman recruit Aquaman (Jason Momoa), The Flash (Ezra Miller), and Cyborg (Ray Fisher), to battle to save the planet. Naturally they battle amongst themselves as well as their massing enemies but ultimately decide on a dangerous plan that can tip the odds in their favor and save the day.

The action in the film is good but it often plays out like a video game. With so many blatantly obvious CGI backgrounds, the movie looked like a video game. There were numerous scenes that looked like they were lifted from Injustice and Injustice 2 that I mused to myself that someone must have used their Power Up for the shot.

Affleck and Gadot are good and work well with one another, but there are some serious casting issues with the film. The biggest for me was Ezra Miller as The Flash. I did not like his effeminate, nerdy, socially awkward, and neurotic and at times cowardly take on the character. This is not the Barry Allen I grew up reading in comics or the one that has been portrayed twice in a much better fashion on television. His comic relief status grew old fast and his character really offered little to the film.

It has been well-documented that Joss Whedon not only handled the rewrites for the film but took over directing duties to complete the film. You can see elements of his humor scattered throughout and the film does move along at a steady pace without dragging.

The biggest issue is that so many of the characters are just stiff and one-dimensional. They really are not overly interesting so it is hard to really connect with them and the tasks they are facing. Unlike Marvel who have excelled with dysfunctional groups who fight amongst themselves as well as the forces of evil, this group seems to be going through the paces rather than being fully engaged with the task at hand and each other.

In the end “Justice League” is better than I expected, and the two bonus scenes in the credits show some interesting potential down the road.  As it is, it is flawed entertainment that requires audiences to overlook a lot of issues.

3 stars out of 5"
862,Toy Story,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,1995-10-30,142.206,"This movie came out when I was three. Now I'm twenty seven and the goddamn thing still holds up.

_Final rating:★★★★ - Very strong appeal. A personal favourite._"
8961,Bad Boys II,/yCvB5fG5aEPqa1St7ihY6KEAsHD.jpg,2003-07-18,141.882,"Really funny, and action packed. One of my favorite movies of all time."
399566,Godzilla vs. Kong,/pgqgaUx1cJb5oZQQ5v0tNARCeBp.jpg,2021-03-24,141.61,"As pure popcorn entertainment and the culmination of the Monsterverse saga, 'Godzilla vs. Kong' delivers the goods in an unexpectedly big way. This film is essential viewing for those who might like to watch a lizard punch an ape.
- Jake Watt

Read Jake's full article...
https://www.maketheswitch.com.au/article/review-godzilla-vs-kong-hugely-entertaining"
270946,Penguins of Madagascar,/dXbpNrPDZDMEbujFoOxmMNQVMHa.jpg,2014-11-22,141.385,"Highly recommended movie! Educational, funny both for children and adults."
1111966,Mercy,/8voINwqMlscROrjhN97fGkmhvEV.jpg,2023-05-12,141.349,"**_“Die Hard” at a hospital with a female protagonist_**

An Irish crime family takes over a hospital in Washington (state) when the heir of the business is wounded in a clash with law enforcement. A doctor with military experience helps authorities from the inside (Leah Gibson). Jon Voight is on hand as the Irish ‘Godfather.’

“Mercy” (2023) is a snappy crime thriller in the mold of “Die Hard,” just with a lower budget and a kick-axx woman in the top role instead of Bruce Willis.

Speaking of whom, Leah Gibson shines here and is one of the main reasons for seeing this minor flick that cost $5 million. The only other film I’ve seen her in is “The Devil’s Ground” from 14 years prior where she had the same distinctive doe-eyed face, but with a stick figure; she’s thankfully filled out over the years and looks great in tight jeans. Her beauty is well displayed throughout without getting sleazy.

Another positive is that “Mercy” is pro-Conservative. Critics are too hard on it seeing as how it delivers the goods if you’re in the mood for a quick action thriller.

The movie is short-n-sweet at 1 hour, 25 minutes, and was presumably shot in the Seattle area (you can see the Space Needle in the distance). I say ‘presumably’ because I can’t find specifics on the locations.

GRADE: B-"
39254,Real Steel,/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,2011-09-28,140.805,"No splitting this Atom, it has got a rock solid heart.

Real Steel is directed by Shawn Levy and collectively adapted to the screen by John Gatins, Dan Gilroy and Jeremy Leven from a Richard Matheson short story called Steel. It stars Hugh Jackman, Dakota Goyo, Evangeline Lilly, Anthony Mackie, Kevin Durand, Hope Davis and James Rebhorn. Music is scored by Danny Elfman and cinematography by Mauro Fiore.

Set in the near future, robot boxing is a big crowd pulling sport. After a struggling robot operator is introduced to an 11-year-old son he has never known, they stumble upon a discarded robot at a junk yard....

We can all moan about the mimicry of an idea and the clichés that dominate Real Steel, but you really got to hand it to the makers for what they have achieved. They have crafted a family film that's very much perfect in this day and age. The story is one that any adult Sylvester Stallone fan can acknowledge and appreciate, the human heartbeat pleasingly steady, while the premise of big colourful robots beating the crap out of each other delights youngsters and us adults who are still young at heart. Film pretty much does what any other film of this type does, lays on the syrup in the last quarter where second chances and family strife come thundering through the plotting. Undeniably it's hugely derivative, events are joystick operated to get an emotional response from a family audience, while product placement reins and the script often sags under the weight of unoriginality. But it does uplift the spirit and getting to the end is easy since it's so much berserker fun. Yes it's the robot Atom, the people's champion, yes it's David vS Goliath and yes! It's Balboa vS Creed. Nothing wrong with that really.

The cast don't really have to offer up much beyond being adequate within the context of the material, though a muscular Jackman finds good paternal chemistry with young Goyo. In fact Goyo is pleasingly not annoying, always a bonus is that. Inevitably the robots are the stars, they're a triumph of design and visual effects and a sight for sore eyes, while Levy has a good handle on staging the fight sequences - even when cribbing from Balboa. The near future look is terrific as well, with Fiore's colour photography very appealing. Coining in over $290 million at the worldwide box office (over £180 million in profit), Real Steel found the family audience it was looking for, proving once again that there is a market for simple and effective popcorn carnage. It's not high art or intelligently scripted, but was anyone seriously thinking that was going to be the case here? If you want brains with this premise then seek out Twilight Zone episode ""Steel"", starring the excellent Lee Marvin, otherwise just sit back and enjoy the ride and let the botty bots and human interest raise the pulse and gladden the heart respectively. 7/10

Home format release is a sparkling print, extras are annoyingly short but the blooper reel is fun, we get a stunt deconstruction, and we learn about the influence a certain Mr. Spielberg had on the production."
955916,Lift,/h7wJI6mctrDJ9wMbFfgrBUTn1LT.jpg,2024-01-10,140.626,"Worse than Soul Plane. 0 stakes legal heist with a bunch of dumb bullshit.

""What about if we take the big thing and break it into smaller parts?"" 
""Woooow! Good idea!"" 
""Yay. We can heist!""

Less homophobia than Soul Plane so in that sense Tyler's growing. Still it manages to suck balls."
61791,Rise of the Planet of the Apes,/cjLsuP75UDlRdJVMXzXg3TJ4umX.jpg,2011-08-03,139.692,"""Rodman"" (quite an engaging effort from James Franco) is doing a bit of experimentation on apes to try and find a way to treat his ailing father's Alzheimer's. It's when one of those goes bonkers and is killed that he realises that she had recently given birth. He retrieves the youngster and rears it at the home he shares with dad ""Charles"" (John Lithgow). It's all going fine until ""Caesar"" spots a neighbour having a go at the confused old man and decides he's having none of that. Now enter Brian Cox and his truly odious sidekick ""Dodge"" (Tom Felton) who are in charge of the newly incarcerated ""Caesar"". This is not a character to be dominated though, and after a nervous start he begins to learn - how to get out of this trap and how to avenge himself on those who are keeping his brethren locked up. It's a solid story, well told, with quite a lot packed into this shorter and well crafted depiction of humankind's intolerance and ignorance of these adaptable and intuitive creatures. It's not long before ""Caesar"" is exhibiting cohesive thoughts and leadership skills so you would not be betting against him achieving his goals... It's a bit cheesy at the beginning, this, but once it's got into gear it moves along quickly and offers us quite a bit of food for thought - about our science, our attitudes and our pharmaceutical industries too."
615777,Babylon,/wjOHjWCUE0YzDiEzKv8AfqHj3ir.jpg,2022-12-22,139.495,"A fecal, anal honking, and vomit-infused tale revolving around orgy-driven slaphappiness and punchdrunk intoxication as the silent movie era disjointedly stumbled into sound and talkies. Channeling the likes of Michel Hazanavicius’ _The Artist_ and _Fear and Loathing in Las Vegas_ with a rhythmically chaotic boogie seemingly torn right out of Gasper Noe’s _Climax_, _Babylon_ is an aggressive assault of the senses loosely thread together by cinematic evolution and dwindling fame.

**Full review:** https://boundingintocomics.com/2022/12/15/babylon-review-requiem-for-the-silver-screen/"
299534,Avengers: Endgame,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,2019-04-24,139.259,"The epic Marvel Saga that started over ten years ago has been building up to the inevitable clash with the powerful tyrant Thanos (Josh Brolin).  Last year’s “Avengers: Infinity War” set the stage for the highly-anticipated conclusion; “Avengers: End Game” and at long last it has arrived.

Picking up shortly after the events of the last film, the Avengers must deal with the aftermath of what Thanos has done. The team is naturally divided between wanting revenge, wanting to set things right, and just wanting to take what they have and go on. 

As time passes and they struggle to accept the reality of their situation; an unexpected individual returns and with them comes the seeds of a new plan to make things right. Naturally Tony Stark (Robert Downey Jr.) is skeptical but eventually warms to the possibilities of the idea thanks to a new scientific breakthrough that makes it possible.

Inspired, Tony sets out to put an elaborate plan in motion that will allow the team to try to fix things and to stop Thanos once and for all.

What follows is an extended and at times nostalgic heist where various members of the team work to assemble the pieces needed for the plan as they believe they only have one chance to make things right.

The film is essentially three acts in one. The first deals with the recap and expansion of their situation and the planning. The second act is basically a heist where action and comedy are blended with some touching moments.

This all leads to the final act which is the FX laden set piece where the ensemble cast gathers to fight the forces of evil in a battle to save the Universe.
The film is epic in scale and length as it clocks in at over three hours but the movie is filled with so much content that the time goes by quickly and you have a hard time believing three hours have elapsed.

It is also a difficult film to review as you cannot recap elements of the film in any great detail without giving away elements that are sure to delight the fans. Suffice it to say that my only real issue with the fil and it was minor; was that it took a while to get to the action but at least there was plenty to keep you entertained along the way.

As this phase of the Marvel Film Universe winds down and plans are put in place for the next five years; “Avengers: End Game” is a satisfying conclusion to the epic saga that was started many years ago and weaves elements of many of the past Marvel films into an entertaining tale which features all of the best elements that have made the series of films such big hits.

4.5 stars out of 5"
99861,Avengers: Age of Ultron,/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg,2015-04-22,139.143,There is a lot going on in this movie but it all just seemed kind of pointless and dull to me. Every now and then there would be a good scene or piece of dialogue but for the most part I felt myself getting bored and reaching for my phone to play Cribbage. I guess what I didn't like most is that it all felt like a big filler episode instead of an action packed character driven story arc.
791373,Zack Snyder's Justice League,/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,2021-03-18,139.089,"If you enjoy reading my Spoiler-Free reviews, please follow my blog @
https://www.msbreviews.com

After years of outstanding effort from passionate fans, Warner Bros. finally decided to give Zack Snyder the opportunity to finish his movie on his own terms. 2017's Justice League went through massive production issues - explained in my review of said film - and despite years of extremely tiresome, toxic discourse on social media, the famous Snyder Cut got a controversy-inducing budget to complete an undoubtedly unfinished cut. A crucial disclaimer: you'll see countless reviews based on wholly different approaches. Some people will review it as a standalone, regular movie, while others will look at it as an extended/alternate cut of a film previously released. I'm part of the latter group of reviewers.

I find it a bit unfair to criticize pacing issues or an overlong runtime when the purpose of this cut is precisely to show everything Snyder had in his hand. Director/Extended/Ultimate Cut, call it what you feel it's appropriate, but it's a four-hour movie, so many scenes will inevitably drag or feel unnecessary and irrelevant. The narrative is fundamentally the same, which means the audience knows what's coming from a general perspective. Still, I'm reviewing this version mostly on its own merits, but without forgetting that it's not a regular theatrical film and that it unquestionably builds upon what was already released.

Without getting into spoilers, I do have to write this: the heavy marketing was incredibly misleading, and I don't doubt for a second that many fans will feel disappointed regarding certain story points and particular characters. The whole ""it's a totally distinct movie"" or ""Joss Whedon only used 10% of Snyder's footage"" were nothing more than false publicity for a cut that honestly didn't need it. Out of the 119 minutes of the 2017's version, probably around 80/90 minutes are also in the Snyder Cut, which will be surprising for people who expected something entirely unique. The base of the narrative is identical, most scenes are just extended versions of the original, but there are a couple of significant new changes that ultimately make Zack Snyder's Justice League better than its ""predecessor"".

The most impactful modification that drastically changes the emotional core of the film is about Cyborg. Ray Fisher's character goes from barely having any remotely significant screentime in 2017 to being the heart and soul of the movie. From his backstory to the development across the runtime, Cyborg is undoubtedly the superhero that gains the most with this cut, leaving as a complete, compelling character who I genuinely cared for. On the other hand, Aquaman and The Flash receive similar introductory scenes with Batman, barely getting any sort of new individual growth besides more action sequences. However, once the League is assembled, the character interactions increase, improving their team spirit and deeply elevating the ""Us United"" storyline.

The humor and tone remain lighter than in other Snyder films, clearly something that the filmmaker always had in mind for his version (Whedon only added a couple of more jokes since most of them are present in this cut). The intimidating runtime does negatively affect the overall pacing, but the longer build-ups and extensive dialogue scenes make the full movie much more cohesive and coherent. Compared to the original's abrupt, awful editing work, the Snyder Cut has a tremendously better flow, giving time for information to sink in and characters to get used to each other. I rather watch an overlong film with a well-built story than the complete contrary. Some color changes and tone adjustments also improve the movie's consistency.

Story-wise, besides the fantastic arc given to Cyborg, there are a couple of changes that heavily affect either a particular character or a secondary storyline, but when it comes to the main narrative, it's more or less about the same. Every action sequence with pre-existent footage is visually improved and extended with scenes not seen before, but the new VFX are as hit-and-miss as Junkie XL's score. The latter mixes up so many different types of tracks and music that it genuinely becomes a tad confusing. While some scenes get an absolutely perfect, epic soundtrack, others receive weird, out-of-place music distracting the scene itself.

There's only one change I definitely dislike: the R rating brings horribly artificial, forced blood splashes and out-of-nowhere cursing that simply don't belong in the film. I know Snyder loves his gritty, bloody, gory action - as do I - but either the whole movie is consistent with this type of action, or some scenes will feel like they come from a wholly separate film. A few bloody sequences work well enough, but most just feel notably forced, while the cursing feels ridiculously out-of-character at points. It's by far the most incompatible aspect of the cut, but admittedly, one that doesn't heavily impact my opinion.

A common issue I have with extended cuts is that these mostly add and rarely remove. Snyder Cut partially breaks that rule, removing some scenes from the 2017's version, supposedly only Whedon's footage (which some people wrongly believe to be almost the entire movie). While most of the decisions regarding this process are efficient, there's a couple of them that not only don't improve the respective storylines but actually make them less powerful than the theatrical film. For example, in Snyder Cut, the ""bringing Superman back"" arc lacks an important character's take on the situation, having in mind that character's past. It actually feels a bit out-of-character that the viewers don't get to see what that person thinks about a potentially devastating action.

Regarding Steppenwolf, his design looks better than the terrible original, and his motivations are clearer, but unfortunately, he remains a generic CGI punching bag for our superheroes. His dynamic armor is packed with spikes, but it's really one of those designs with visual impact only since it has no effect whatsoever in battle. I can't get into spoilers about Darkseid or DeSaad, but I can safely write that these characters are nothing more than fan-service, just like Joker (Jared Leto). The ending is definitely the sequence that changes the most due to the addition of dozens of new/extended action scenes, and it does play out differently - though the conclusion is essentially the same - leaving the viewers with a menacing threat on the horizon.

Zack Snyder's Justice League is arguably a more cohesive, consistent, and emotionally compelling movie than the 2017's version. As expected, its four-hour runtime causes pacing issues and possesses dozens of unnecessary, irrelevant scenes, but criticizing these aspects in an admittedly non-theatrical cut is unfairly defeating its purpose. Despite most of the original Justice League being present in the Snyder Cut - something that might surprise a few fans - the main narrative is built and developed through a structure that flows tremendously better than the previous edition. Cyborg becoming the emotional core of the story and the increased character interactions are some of the best changes Zack Snyder and Chris Terrio did. The extended action sequences are more riveting, and pre-existent footage is definitely improved, but the new VFX are as erratic as Junkie XL's all-over-the-place score. The R-rating is the only straight-up negative aspect that damages the film with highly forced, fake-looking blood and rare yet cringe-worthy cursing. Highly anticipated characters and/or storylines are better described as unimpactful fan-service, but overall, most of the decisions made vastly improve upon what was already built. In the end, I sincerely expect a significant majority of the fandom to get their expectations fulfilled, and I hope that the DCEU continues with Snyder involved - just as long as the studios leave filmmakers to do their job without nonsensical restrictions.

Rating: B"
260346,Taken 3,/vzvMXMypMq7ieDofKThsxjHj9hn.jpg,2014-12-16,160.028,"> Independently a fine movie rather being associated with TAKEN.

Actually, it was not a bad movie, I really enjoyed it. But associated with 'Taken' and being the third film in the series was the setback. Because unlike the first two films, this one was somewhat detached from the original theme. Except the cast from the previous two, the story takes place in a completely different platform. From all the three films, the phone call between father and daughter was retained, but was not effective as the first one which became just a trademark of the series, that's all.

The first half creates the puzzle and next half solves it. As expected, it was a typical structure in this trilogy, but the last quarter was turned into something like 'Mission Impossible'. In 'Taken' films, Bryan Mills (our lead guy) works alone, but he formed a team with a tech guy and others. That does not sound good, at least tried to be different from the original movie.

It is a little disappointment for 'Taken' fans, but you will have a best shot if you see it as an independent one off movie. Yes could have made a better action flick if it was not linked to it. Hope it all ends here like they have said. As a trilogy, it failed, or maybe we can call it a 50-50. But the first one was a masterpiece, a trendsetting piece.

6.5/10"
263115,Logan,/fnbjcRDYn6YviCcePDnGdyAkYsB.jpg,2017-02-28,154.523,"**LOGAN REVIEW: THE WOLVERINE GETS A SUPER SEND-OFF**

""Owing to its agitated hero’s misfortunes through the ages, this is a film that’s acutely aware of the dangers of emotional exploitation, and it spares its audience a similar fate. With Logan, Mangold and co-writer Scott Frank tell the definitive story of the Wolverine, in an involving and deeply satisfying series finale. It shows the fate of mutants when age starts to weary them, with stakes that feel real, and empathy that’s earned.""

READ THE FULL REVIEW AT SBS MOVIES: http://www.sbs.com.au/movies/review/logan-review-wolverine-gets-super-send"
81188,Rise of the Guardians,/sW4qOa9yF0Ikg7lppncQ0n5UhKX.jpg,2012-11-21,162.264,"Enjoying story inspired in 4 of the major ""legends"" for kids in the anglosaxon culture.

Great animation and development of characters for a simple and clean story with the needed touches of humor and action."
